As Of;Currency;NAV;Securities In Issue;Net Assets;Fund Return Series;Benchmark Return Series
17/Apr/2026;EUR;6,20;252.884.556,00;1.567.879.980,59;--;--
16/Apr/2026;EUR;6,19;252.914.306,00;1.564.691.242,21;123,72;126,47
15/Apr/2026;EUR;6,18;252.945.616,00;1.562.931.975,03;123,57;126,34
14/Apr/2026;EUR;6,17;252.844.827,00;1.561.281.221,42;123,48;126,26
13/Apr/2026;EUR;6,16;252.823.905,00;1.556.965.057,33;123,15;125,91
10/Apr/2026;EUR;6,17;252.864.195,00;1.559.020.539,51;123,30;126,02
09/Apr/2026;EUR;6,16;252.339.195,00;1.554.542.543,78;123,20;125,92
08/Apr/2026;EUR;6,17;252.263.095,00;1.555.529.422,91;123,31;126,07
07/Apr/2026;EUR;6,12;252.668.118,00;1.545.309.207,16;122,31;125,02
02/Apr/2026;EUR;6,11;251.813.118,00;1.538.712.579,60;122,20;124,83
01/Apr/2026;EUR;6,12;253.976.851,00;1.553.863.081,84;122,35;124,98
31/Mar/2026;EUR;6,08;254.063.110,00;1.545.761.112,46;121,67;124,36
30/Mar/2026;EUR;6,07;254.148.909,00;1.543.529.028,12;121,45;124,16
27/Mar/2026;EUR;6,09;258.323.727,00;1.572.499.393,74;121,73;124,41
26/Mar/2026;EUR;6,11;259.840.194,00;1.587.927.088,46;122,21;124,86
25/Mar/2026;EUR;6,12;261.811.235,00;1.601.830.437,02;122,35;125,09
24/Mar/2026;EUR;6,10;260.128.770,00;1.585.543.940,82;121,89;124,63
23/Mar/2026;EUR;6,09;260.337.953,00;1.585.445.159,78;121,79;124,52
20/Mar/2026;EUR;6,11;260.345.003,00;1.589.685.715,27;122,11;124,80
19/Mar/2026;EUR;6,12;258.467.952,00;1.581.779.446,13;122,38;125,08
18/Mar/2026;EUR;6,14;256.544.971,00;1.576.284.135,99;122,87;125,62
17/Mar/2026;EUR;6,14;256.544.971,00;1.575.403.604,13;122,80;125,55
16/Mar/2026;EUR;6,12;255.482.159,00;1.564.714.031,65;122,48;125,22
13/Mar/2026;EUR;6,13;255.397.949,00;1.566.632.112,57;122,67;125,37
12/Mar/2026;EUR;6,14;251.969.532,00;1.548.230.049,00;122,88;125,59
11/Mar/2026;EUR;6,16;251.419.525,00;1.549.924.850,30;123,28;126,04
10/Mar/2026;EUR;6,18;248.833.175,00;1.537.439.810,02;123,56;126,32
09/Mar/2026;EUR;6,14;246.653.055,00;1.514.295.205,09;122,77;125,52
06/Mar/2026;EUR;6,18;251.686.166,00;1.555.565.777,54;123,60;126,32
05/Mar/2026;EUR;6,21;267.669.902,00;1.661.315.329,54;124,12;126,85
04/Mar/2026;EUR;6,21;265.384.241,00;1.646.791.793,15;124,09;126,86
03/Mar/2026;EUR;6,19;264.248.238,00;1.634.502.808,45;123,70;126,45
02/Mar/2026;EUR;6,21;265.113.238,00;1.646.359.663,27;124,19;126,95
27/Feb/2026;EUR;6,23;264.892.952,00;1.651.116.226,76;124,65;127,37
26/Feb/2026;EUR;6,24;264.975.439,00;1.652.976.658,59;124,75;127,47
25/Feb/2026;EUR;6,23;266.368.207,00;1.660.310.714,83;124,65;127,42
24/Feb/2026;EUR;6,23;266.294.225,00;1.659.005.043,13;124,59;127,36
23/Feb/2026;EUR;6,24;266.436.271,00;1.661.406.875,24;124,70;127,48
20/Feb/2026;EUR;6,23;266.355.296,00;1.660.484.193,99;124,67;127,41
19/Feb/2026;EUR;6,23;266.006.977,00;1.657.061.869,96;124,57;127,31
18/Feb/2026;EUR;6,22;265.757.133,00;1.653.835.416,20;124,45;127,22
17/Feb/2026;EUR;6,22;265.136.861,00;1.647.968.080,80;124,30;127,06
16/Feb/2026;EUR;6,22;265.181.569,00;1.648.488.136,10;124,32;127,08
13/Feb/2026;EUR;6,21;268.612.775,00;1.668.953.639,80;124,25;126,98
12/Feb/2026;EUR;6,22;269.195.258,00;1.675.281.977,00;124,45;127,18
11/Feb/2026;EUR;6,22;266.835.858,00;1.660.876.054,54;124,47;127,24
10/Feb/2026;EUR;6,23;251.863.560,00;1.568.452.389,11;124,53;127,30
09/Feb/2026;EUR;6,23;251.840.967,00;1.567.831.763,54;124,50;127,26
06/Feb/2026;EUR;6,22;251.724.421,00;1.566.301.909,70;124,43;127,16
05/Feb/2026;EUR;6,22;252.744.421,00;1.572.650.129,13;124,43;127,15
04/Feb/2026;EUR;6,22;251.849.546,00;1.566.691.296,80;124,40;127,16
03/Feb/2026;EUR;6,22;251.832.134,00;1.566.538.996,12;124,40;127,15
02/Feb/2026;EUR;6,22;253.452.817,00;1.575.257.851,62;124,29;127,04
30/Jan/2026;EUR;6,22;252.340.621,00;1.568.636.315,89;124,31;127,03
29/Jan/2026;EUR;6,22;251.144.399,00;1.561.275.656,28;124,32;127,04
28/Jan/2026;EUR;6,22;248.296.981,00;1.544.657.305,34;124,41;127,15
27/Jan/2026;EUR;6,23;247.167.541,00;1.538.684.243,79;124,49;127,24
26/Jan/2026;EUR;6,22;246.842.524,00;1.535.849.870,97;124,43;127,17
23/Jan/2026;EUR;6,22;247.149.973,00;1.537.644.073,61;124,42;127,12
22/Jan/2026;EUR;6,22;245.298.110,00;1.525.868.111,64;124,40;127,11
21/Jan/2026;EUR;6,21;244.723.427,00;1.519.462.169,41;124,16;126,91
20/Jan/2026;EUR;6,20;238.438.427,00;1.479.107.201,66;124,05;126,79
19/Jan/2026;EUR;6,21;238.473.914,00;1.479.862.693,93;124,10;126,84
16/Jan/2026;EUR;6,22;235.230.524,00;1.462.025.040,41;124,29;127,00
15/Jan/2026;EUR;6,22;235.196.195,00;1.461.925.617,73;124,30;127,01
14/Jan/2026;EUR;6,22;235.035.013,00;1.460.774.855,79;124,29;127,03
13/Jan/2026;EUR;6,22;234.913.822,00;1.460.552.969,43;124,34;127,08
12/Jan/2026;EUR;6,22;237.663.145,00;1.477.877.842,74;124,35;127,09
09/Jan/2026;EUR;6,22;239.764.315,00;1.490.947.226,68;--;--
08/Jan/2026;EUR;6,21;236.991.688,00;1.472.877.349,79;124,28;126,99
07/Jan/2026;EUR;6,21;236.919.393,00;1.472.043.222,58;124,25;126,98
06/Jan/2026;EUR;6,21;237.161.428,00;1.471.815.201,00;124,11;126,82
05/Jan/2026;EUR;6,20;237.161.428,00;1.470.594.269,90;124,00;126,71
02/Jan/2026;EUR;6,19;238.592.899,00;1.477.836.283,93;123,87;126,53
31/Dec/2025;EUR;6,19;238.592.899,00;1.477.166.197,68;123,81;126,47
30/Dec/2025;EUR;6,19;238.351.244,00;1.475.677.211,01;123,81;126,55
29/Dec/2025;EUR;6,19;238.052.617,00;1.472.774.356,15;123,72;126,51
24/Dec/2025;EUR;6,19;238.052.617,00;1.472.591.762,40;123,71;126,41
23/Dec/2025;EUR;6,18;238.396.331,00;1.474.384.665,87;123,68;126,38
22/Dec/2025;EUR;6,18;238.286.331,00;1.472.202.704,27;123,55;126,32
19/Dec/2025;EUR;6,18;239.433.578,00;1.479.418.437,87;123,56;126,29
18/Dec/2025;EUR;6,18;240.322.920,00;1.484.520.001,94;123,53;126,26
17/Dec/2025;EUR;6,17;238.237.575,00;1.471.036.776,74;123,48;126,24
16/Dec/2025;EUR;6,17;238.737.575,00;1.473.266.495,02;123,41;126,17
15/Dec/2025;EUR;6,17;236.862.088,00;1.461.278.038,24;123,37;126,13
12/Dec/2025;EUR;6,17;236.085.259,00;1.456.388.966,74;123,37;126,08
11/Dec/2025;EUR;6,17;236.037.259,00;1.456.057.395,07;123,36;126,07
10/Dec/2025;EUR;6,17;235.153.433,00;1.450.600.438,45;123,36;126,11
09/Dec/2025;EUR;6,17;235.108.290,00;1.450.837.210,06;123,41;126,15
08/Dec/2025;EUR;6,17;234.224.256,00;1.445.875.007,40;123,45;126,20
05/Dec/2025;EUR;6,18;234.045.969,00;1.445.315.772,69;123,49;126,20
04/Dec/2025;EUR;6,18;233.780.969,00;1.443.669.794,01;123,49;126,17
03/Dec/2025;EUR;6,17;233.733.112,00;1.442.616.042,85;123,43;126,14
02/Dec/2025;EUR;6,17;234.566.231,00;1.447.051.607,85;123,37;126,08
01/Dec/2025;EUR;6,17;234.534.141,00;1.446.231.314,12;123,32;126,02
28/Nov/2025;EUR;6,17;234.196.629,00;1.444.822.344,25;123,37;126,02
27/Nov/2025;EUR;6,17;232.608.460,00;1.434.147.108,69;123,30;125,95
26/Nov/2025;EUR;6,16;232.020.312,00;1.428.983.634,31;123,16;125,85
25/Nov/2025;EUR;6,15;231.398.581,00;1.423.634.031,00;123,03;125,72
24/Nov/2025;EUR;6,15;232.240.423,00;1.427.592.712,22;122,93;125,61
21/Nov/2025;EUR;6,14;232.262.381,00;1.426.173.293,47;122,79;125,44
20/Nov/2025;EUR;6,15;232.838.917,00;1.430.902.437,79;122,90;125,54
19/Nov/2025;EUR;6,14;232.876.411,00;1.428.863.897,58;122,70;125,37
18/Nov/2025;EUR;6,13;232.732.144,00;1.427.136.664,30;122,63;125,30
17/Nov/2025;EUR;6,14;231.140.435,00;1.420.191.855,56;122,87;125,55
14/Nov/2025;EUR;6,14;231.010.435,00;1.418.952.525,16;122,83;125,47
13/Nov/2025;EUR;6,15;231.010.435,00;1.421.816.174,31;123,08;125,73
12/Nov/2025;EUR;6,16;231.010.435,00;1.422.629.363,32;123,15;125,84
11/Nov/2025;EUR;6,16;230.880.425,00;1.421.529.749,40;123,13;125,80
10/Nov/2025;EUR;6,15;229.555.966,00;1.412.286.279,26;123,03;125,72
07/Nov/2025;EUR;6,15;229.524.171,00;1.410.475.999,15;122,89;125,54
06/Nov/2025;EUR;6,15;229.524.171,00;1.411.454.681,43;122,98;125,62
05/Nov/2025;EUR;6,15;229.370.715,00;1.409.785.774,92;122,91;125,59
04/Nov/2025;EUR;6,14;230.545.027,00;1.416.695.955,24;122,89;125,56
03/Nov/2025;EUR;6,15;230.545.027,00;1.418.473.100,87;123,04;125,71
31/Oct/2025;EUR;6,15;231.073.369,00;1.422.003.215,21;123,07;125,72
30/Oct/2025;EUR;6,15;230.505.406,00;1.418.619.783,30;123,07;125,73
29/Oct/2025;EUR;6,16;230.279.362,00;1.417.781.856,66;123,12;125,82
28/Oct/2025;EUR;6,15;229.494.362,00;1.411.863.522,64;123,03;125,75
27/Oct/2025;EUR;6,15;230.040.033,00;1.413.612.252,44;122,89;125,63
24/Oct/2025;EUR;6,14;230.250.001,00;1.413.171.923,26;122,74;125,42
23/Oct/2025;EUR;6,13;231.324.125,00;1.418.768.253,37;122,65;125,33
22/Oct/2025;EUR;6,13;231.516.569,00;1.419.338.124,54;122,60;125,30
21/Oct/2025;EUR;6,13;223.483.623,00;1.369.820.650,48;122,58;125,27
20/Oct/2025;EUR;6,12;217.894.701,00;1.334.199.232,00;122,45;125,15
17/Oct/2025;EUR;6,12;214.580.787,00;1.312.548.853,81;122,32;124,98
16/Oct/2025;EUR;6,13;211.069.928,00;1.293.157.092,21;122,52;125,18
15/Oct/2025;EUR;6,13;205.036.600,00;1.256.102.223,26;122,51;125,21
14/Oct/2025;EUR;6,10;207.035.423,00;1.262.804.649,85;121,98;124,66
13/Oct/2025;EUR;6,10;206.808.450,00;1.261.461.158,51;121,98;124,66
10/Oct/2025;EUR;6,11;222.318.450,00;1.358.461.830,28;122,20;124,84
09/Oct/2025;EUR;6,13;224.996.125,00;1.378.224.012,12;122,50;125,15
08/Oct/2025;EUR;6,13;224.920.173,00;1.379.008.081,76;122,61;125,30
07/Oct/2025;EUR;6,14;223.827.902,00;1.374.681.095,87;122,82;125,50
06/Oct/2025;EUR;6,15;223.867.519,00;1.376.225.854,97;122,94;125,62
03/Oct/2025;EUR;6,15;224.347.445,00;1.379.961.715,28;123,01;125,65
02/Oct/2025;EUR;6,15;223.112.128,00;1.372.213.637,11;122,99;125,64
01/Oct/2025;EUR;6,15;222.881.685,00;1.369.673.976,71;122,89;125,56
30/Sept/2025;EUR;6,15;222.087.126,00;1.365.320.843,92;122,94;125,63
29/Sept/2025;EUR;6,15;222.087.126,00;1.365.801.910,15;122,98;125,70
26/Sept/2025;EUR;6,15;222.010.779,00;1.365.421.341,20;122,99;125,67
25/Sept/2025;EUR;6,15;218.663.146,00;1.345.389.325,13;123,04;125,72
24/Sept/2025;EUR;6,15;218.449.146,00;1.344.399.109,80;123,07;125,78
23/Sept/2025;EUR;6,15;217.790.954,00;1.339.645.566,51;123,01;125,72
22/Sept/2025;EUR;6,15;217.503.660,00;1.337.911.577,76;123,01;125,71
19/Sept/2025;EUR;6,15;217.571.584,00;1.338.209.415,96;123,00;125,67
18/Sept/2025;EUR;6,14;217.790.262,00;1.338.228.453,56;122,88;125,55
17/Sept/2025;EUR;6,14;217.876.064,00;1.337.375.534,01;122,75;125,45
16/Sept/2025;EUR;6,14;217.876.064,00;1.337.082.131,61;122,73;125,42
15/Sept/2025;EUR;6,13;217.813.276,00;1.336.132.321,51;122,67;125,37
12/Sept/2025;EUR;6,13;217.813.276,00;1.335.703.672,29;122,63;125,29
11/Sept/2025;EUR;6,13;217.574.754,00;1.333.708.011,97;122,58;125,24
10/Sept/2025;EUR;6,13;217.358.536,00;1.331.678.965,60;122,52;125,21
09/Sept/2025;EUR;6,13;217.358.536,00;1.331.544.084,41;122,51;125,18
08/Sept/2025;EUR;6,12;217.558.234,00;1.332.489.110,73;122,48;125,16
05/Sept/2025;EUR;6,12;217.754.172,00;1.332.905.222,49;122,41;125,04
04/Sept/2025;EUR;6,12;217.478.301,00;1.330.206.657,85;122,32;124,95
03/Sept/2025;EUR;6,11;217.407.515,00;1.329.322.252,34;122,28;124,94
02/Sept/2025;EUR;6,12;217.407.515,00;1.330.312.596,85;122,37;125,03
01/Sept/2025;EUR;6,12;214.352.118,00;1.312.734.785,95;122,47;125,13
29/Aug/2025;EUR;6,12;214.269.692,00;1.312.322.777,66;122,48;125,10
28/Aug/2025;EUR;6,13;214.269.692,00;1.312.434.017,14;122,49;125,10
27/Aug/2025;EUR;6,12;214.349.904,00;1.312.632.543,46;122,46;125,08
26/Aug/2025;EUR;6,12;214.095.936,00;1.311.333.726,13;122,49;125,10
22/Aug/2025;EUR;6,13;220.042.314,00;1.348.250.400,09;122,53;125,09
21/Aug/2025;EUR;6,13;220.062.636,00;1.349.060.645,10;122,59;125,15
20/Aug/2025;EUR;6,13;219.984.636,00;1.349.330.078,73;122,66;125,25
19/Aug/2025;EUR;6,14;218.309.647,00;1.339.853.879,34;122,74;125,32
18/Aug/2025;EUR;6,14;218.309.647,00;1.339.987.806,69;122,75;125,33
15/Aug/2025;EUR;6,14;218.204.647,00;1.339.486.602,62;122,76;125,30
14/Aug/2025;EUR;6,14;218.096.555,00;1.338.478.634,78;122,73;125,26
13/Aug/2025;EUR;6,13;217.876.554,00;1.336.104.921,28;122,64;125,20
12/Aug/2025;EUR;6,13;217.927.719,00;1.335.532.347,76;122,55;125,12
11/Aug/2025;EUR;6,13;217.867.286,00;1.334.497.598,91;122,49;125,06
08/Aug/2025;EUR;6,12;218.487.378,00;1.337.646.595,40;122,43;124,97
07/Aug/2025;EUR;6,12;217.774.534,00;1.333.053.643,33;122,41;124,95
06/Aug/2025;EUR;6,12;217.679.036,00;1.331.479.328,62;122,32;124,88
05/Aug/2025;EUR;6,11;217.452.601,00;1.329.600.104,52;122,28;124,84
04/Aug/2025;EUR;6,11;217.415.058,00;1.328.690.986,36;122,21;124,77
01/Aug/2025;EUR;6,11;219.238.656,00;1.340.148.613,15;122,24;124,76
31/Jul/2025;EUR;6,12;219.238.656,00;1.340.834.839,36;122,30;124,86
30/Jul/2025;EUR;6,11;219.220.498,00;1.339.895.555,78;122,23;124,82
29/Jul/2025;EUR;6,11;219.622.111,00;1.341.797.768,62;122,18;124,78
28/Jul/2025;EUR;6,11;219.582.111,00;1.340.720.198,11;122,10;124,69
25/Jul/2025;EUR;6,10;219.384.568,00;1.338.009.927,00;121,97;124,53
24/Jul/2025;EUR;6,10;219.259.568,00;1.336.694.306,87;121,92;124,48
23/Jul/2025;EUR;6,09;219.312.614,00;1.334.815.084,24;121,71;124,31
22/Jul/2025;EUR;6,08;217.690.681,00;1.324.085.756,46;121,64;124,23
21/Jul/2025;EUR;6,08;217.177.882,00;1.320.884.105,91;121,63;124,23
18/Jul/2025;EUR;6,08;217.214.817,00;1.320.768.116,40;121,60;124,16
17/Jul/2025;EUR;6,08;216.497.749,00;1.316.203.377,98;121,58;124,13
16/Jul/2025;EUR;6,08;215.836.231,00;1.311.835.513,37;121,55;124,13
15/Jul/2025;EUR;6,08;215.497.604,00;1.309.867.467,68;121,55;124,17
14/Jul/2025;EUR;6,08;217.231.162,00;1.320.306.308,87;121,55;124,16
11/Jul/2025;EUR;6,08;217.231.162,00;1.320.719.832,38;121,58;124,16
10/Jul/2025;EUR;6,08;206.893.471,00;1.257.762.321,45;121,57;124,15
09/Jul/2025;EUR;6,07;197.578.266,00;1.199.761.179,94;121,43;124,04
08/Jul/2025;EUR;6,07;188.787.531,00;1.145.751.578,04;121,37;123,97
07/Jul/2025;EUR;6,07;188.739.766,00;1.145.327.491,61;121,35;123,94
04/Jul/2025;EUR;6,07;178.988.800,00;1.086.011.908,02;121,34;123,89
03/Jul/2025;EUR;6,06;169.228.686,00;1.026.262.967,39;121,27;123,82
02/Jul/2025;EUR;6,06;169.148.686,00;1.024.562.681,13;121,13;123,72
01/Jul/2025;EUR;6,05;169.536.499,00;1.026.383.109,65;121,07;123,66
30/Jun/2025;EUR;6,05;169.536.499,00;1.025.970.534,15;121,02;123,65
27/Jun/2025;EUR;6,05;169.416.499,00;1.025.357.243,65;121,03;123,61
26/Jun/2025;EUR;6,05;169.638.501,00;1.027.143.426,73;121,09;123,66
25/Jun/2025;EUR;6,06;178.294.757,00;1.079.879.706,50;121,12;123,72
24/Jun/2025;EUR;6,05;178.482.338,00;1.080.345.860,31;121,05;123,68
23/Jun/2025;EUR;6,05;178.147.972,00;1.077.142.066,01;120,91;123,55
20/Jun/2025;EUR;6,05;178.147.972,00;1.077.206.070,26;120,92;123,52
19/Jun/2025;EUR;6,05;178.621.310,00;1.080.192.970,36;120,94;123,53
18/Jun/2025;EUR;6,05;180.621.310,00;1.092.929.093,11;121,01;123,64
17/Jun/2025;EUR;6,05;180.426.310,00;1.092.026.547,19;121,04;123,66
16/Jun/2025;EUR;6,05;180.316.310,00;1.091.290.059,94;121,03;123,65
13/Jun/2025;EUR;6,05;182.776.864,00;1.106.372.119,76;121,05;123,64
12/Jun/2025;EUR;6,06;182.786.510,00;1.107.544.414,45;121,17;123,76
11/Jun/2025;EUR;6,06;182.309.156,00;1.104.297.531,95;121,13;123,76
10/Jun/2025;EUR;6,05;182.286.991,00;1.103.664.630,19;121,08;123,71
09/Jun/2025;EUR;6,05;190.266.989,00;1.151.341.989,45;121,01;123,64
06/Jun/2025;EUR;6,05;190.293.156,00;1.150.872.793,38;120,95;123,53
05/Jun/2025;EUR;6,05;189.823.156,00;1.147.494.560,65;120,89;123,48
04/Jun/2025;EUR;6,04;189.823.156,00;1.146.416.961,80;--;--
03/Jun/2025;EUR;6,03;189.823.156,00;1.145.448.143,09;120,67;123,28
02/Jun/2025;EUR;6,03;189.258.156,00;1.141.501.294,80;120,62;123,22
30/May/2025;EUR;6,03;189.677.498,00;1.143.604.642,00;120,57;123,17
29/May/2025;EUR;6,02;190.341.709,00;1.146.737.499,00;120,48;123,09
28/May/2025;EUR;6,01;188.382.192,00;1.132.602.185,94;120,23;122,87
27/May/2025;EUR;6,01;188.507.405,00;1.132.404.894,89;120,13;122,78
23/May/2025;EUR;6,00;187.658.535,00;1.126.606.651,49;120,06;122,65
22/May/2025;EUR;6,01;187.612.866,00;1.127.292.268,53;120,16;122,75
21/May/2025;EUR;6,01;187.489.636,00;1.126.593.071,93;120,16;122,80
20/May/2025;EUR;6,01;188.243.558,00;1.130.985.927,22;120,15;122,79
19/May/2025;EUR;6,00;176.468.290,00;1.059.559.466,00;120,07;122,71
16/May/2025;EUR;6,00;176.348.290,00;1.058.800.009,65;120,07;122,67
15/May/2025;EUR;6,00;176.269.156,00;1.058.049.631,11;120,04;122,65
14/May/2025;EUR;6,00;176.134.260,00;1.057.470.392,00;120,06;122,71
13/May/2025;EUR;6,00;176.107.504,00;1.056.872.763,39;120,01;122,64
12/May/2025;EUR;5,99;176.057.741,00;1.055.113.790,15;119,85;122,47
09/May/2025;EUR;5,98;176.057.741,00;1.052.781.176,90;119,58;122,16
08/May/2025;EUR;5,98;176.057.741,00;1.052.072.689,95;119,50;122,08
07/May/2025;EUR;5,97;176.057.741,00;1.050.437.447,65;119,32;121,93
06/May/2025;EUR;5,96;175.594.250,00;1.046.394.141,16;119,17;121,78
02/May/2025;EUR;5,95;175.594.250,00;1.045.552.863,67;119,07;121,62
01/May/2025;EUR;5,96;175.594.250,00;1.045.676.721,73;119,09;121,63
30/Apr/2025;EUR;5,95;174.325.244,00;1.037.590.199,51;119,03;121,64
29/Apr/2025;EUR;5,96;174.325.244,00;1.039.171.395,20;119,21;121,80
28/Apr/2025;EUR;5,96;174.325.244,00;1.039.225.105,28;119,22;121,81
25/Apr/2025;EUR;5,96;174.896.533,00;1.041.555.635,83;119,09;121,64
24/Apr/2025;EUR;5,95;167.887.039,00;998.612.092,83;118,95;121,50
23/Apr/2025;EUR;5,94;168.163.250,00;998.465.561,07;118,74;121,32
22/Apr/2025;EUR;5,91;168.122.617,00;993.131.183,36;118,13;120,70
17/Apr/2025;EUR;5,90;164.086.666,00;968.870.353,17;118,08;120,58
16/Apr/2025;EUR;5,89;164.086.666,00;966.215.242,41;117,76;120,25
15/Apr/2025;EUR;5,88;164.561.995,00;966.980.081,64;117,51;120,07
14/Apr/2025;EUR;5,85;164.447.770,00;962.759.738,71;117,08;119,63
11/Apr/2025;EUR;5,84;164.352.486,00;960.228.659,11;116,84;119,35
10/Apr/2025;EUR;5,86;162.017.486,00;949.354.949,92;117,18;119,69
09/Apr/2025;EUR;5,81;162.112.486,00;941.350.917,62;116,12;118,65
08/Apr/2025;EUR;5,84;163.256.845,00;953.771.707,08;116,83;119,36
07/Apr/2025;EUR;5,81;163.934.097,00;952.998.031,44;116,25;118,77
04/Apr/2025;EUR;5,88;163.934.097,00;963.633.043,28;117,55;120,05
03/Apr/2025;EUR;5,93;164.059.037,00;972.386.843,43;118,53;121,07
02/Apr/2025;EUR;5,95;164.059.037,00;975.767.365,31;118,94;121,52
01/Apr/2025;EUR;5,95;163.840.066,00;974.411.075,96;118,93;121,51
31/Mar/2025;EUR;5,94;163.861.253,00;973.982.191,17;118,87;121,45
28/Mar/2025;EUR;5,96;163.861.253,00;976.230.728,98;119,14;121,71
27/Mar/2025;EUR;5,96;163.914.301,00;977.220.968,01;119,22;121,79
26/Mar/2025;EUR;5,97;169.084.301,00;1.009.465.239,08;119,39;121,99
25/Mar/2025;EUR;5,97;167.207.707,00;998.419.465,03;119,41;122,01
24/Mar/2025;EUR;5,97;167.125.897,00;998.009.951,88;119,42;122,02
21/Mar/2025;EUR;5,97;167.125.897,00;997.810.539,39;119,40;121,96
20/Mar/2025;EUR;5,97;167.593.275,00;1.000.694.724,42;119,41;121,97
19/Mar/2025;EUR;5,96;167.749.138,00;1.000.272.768,28;119,25;121,84
18/Mar/2025;EUR;5,96;168.061.570,00;1.001.359.574,21;119,15;121,75
17/Mar/2025;EUR;5,95;168.116.751,00;1.000.192.706,44;118,98;121,56
14/Mar/2025;EUR;5,95;169.271.169,00;1.006.490.696,59;118,91;121,46
13/Mar/2025;EUR;5,96;169.550.660,00;1.009.694.813,29;119,09;121,65
12/Mar/2025;EUR;5,96;169.232.626,00;1.008.812.768,11;119,21;121,80
11/Mar/2025;EUR;5,96;169.232.626,00;1.009.468.414,94;119,29;121,88
10/Mar/2025;EUR;5,97;168.862.626,00;1.008.646.404,87;119,45;122,05
07/Mar/2025;EUR;5,98;168.278.626,00;1.005.765.428,26;119,52;122,09
06/Mar/2025;EUR;5,98;168.278.626,00;1.006.267.159,37;119,58;122,15
05/Mar/2025;EUR;6,00;168.927.255,00;1.012.890.596,61;119,91;122,52
04/Mar/2025;EUR;6,00;168.722.270,00;1.013.020.091,08;120,07;122,69
03/Mar/2025;EUR;6,01;168.722.270,00;1.013.441.945,23;120,12;122,74
28/Feb/2025;EUR;6,00;168.677.188,00;1.012.568.236,81;120,05;122,63
27/Feb/2025;EUR;6,00;168.612.973,00;1.011.856.233,62;120,01;122,60
26/Feb/2025;EUR;6,00;168.525.866,00;1.010.578.952,18;119,92;122,54
25/Feb/2025;EUR;5,99;168.377.901,00;1.008.784.417,54;119,81;122,45
24/Feb/2025;EUR;5,99;168.133.620,00;1.007.472.662,23;119,83;122,46
21/Feb/2025;EUR;5,99;168.133.620,00;1.007.362.595,03;119,82;122,42
20/Feb/2025;EUR;5,99;167.832.693,00;1.005.258.724,35;119,78;122,38
19/Feb/2025;EUR;5,99;167.832.693,00;1.004.881.654,62;119,74;122,37
18/Feb/2025;EUR;5,99;167.595.387,00;1.003.870.224,34;119,78;122,41
17/Feb/2025;EUR;5,98;167.595.387,00;1.002.881.512,06;119,67;122,29
14/Feb/2025;EUR;5,98;166.746.500,00;997.358.724,40;119,61;122,21
13/Feb/2025;EUR;5,97;166.767.476,00;996.281.260,89;119,47;122,05
12/Feb/2025;EUR;5,96;166.738.969,00;994.555.230,10;119,28;121,89
11/Feb/2025;EUR;5,96;165.938.373,00;989.760.313,20;119,28;121,89
10/Feb/2025;EUR;5,96;166.604.111,00;993.466.088,80;119,25;121,86
07/Feb/2025;EUR;5,96;167.104.111,00;996.330.368,84;119,23;121,81
06/Feb/2025;EUR;5,96;165.585.435,00;986.983.185,48;119,20;121,77
05/Feb/2025;EUR;5,95;165.608.641,00;985.899.311,74;119,05;121,65
04/Feb/2025;EUR;5,95;165.608.641,00;984.634.061,22;118,90;121,49
03/Feb/2025;EUR;5,94;165.428.641,00;982.064.119,33;118,72;121,30
31/Jan/2025;EUR;5,95;165.475.073,00;983.795.477,52;118,89;121,45
30/Jan/2025;EUR;5,94;163.865.073,00;972.806.110,56;118,72;121,29
29/Jan/2025;EUR;5,93;163.897.586,00;971.731.521,05;118,57;121,17
28/Jan/2025;EUR;5,92;163.762.586,00;969.760.190,40;118,42;121,01
27/Jan/2025;EUR;5,92;163.762.586,00;969.031.923,04;118,33;120,92
24/Jan/2025;EUR;5,92;163.762.586,00;969.487.059,25;118,39;120,95
23/Jan/2025;EUR;5,92;162.503.909,00;961.816.297,14;118,36;120,93
22/Jan/2025;EUR;5,92;162.483.895,00;961.200.346,17;118,30;120,90
21/Jan/2025;EUR;5,91;162.191.304,00;958.795.278,78;118,22;120,82
20/Jan/2025;EUR;5,91;161.461.304,00;954.128.503,13;118,17;120,77
17/Jan/2025;EUR;5,91;161.461.304,00;953.826.965,17;118,14;120,70
16/Jan/2025;EUR;5,90;161.461.304,00;953.254.285,02;118,07;120,62
15/Jan/2025;EUR;5,89;161.461.304,00;951.389.708,53;117,84;120,43
14/Jan/2025;EUR;5,88;168.240.343,00;989.733.067,31;117,64;120,23
13/Jan/2025;EUR;5,88;168.240.343,00;989.125.310,75;117,57;120,16
10/Jan/2025;EUR;5,89;168.240.343,00;991.384.842,18;117,84;120,40
09/Jan/2025;EUR;5,90;168.220.343,00;992.184.520,13;117,95;120,51
08/Jan/2025;EUR;5,91;166.853.788,00;985.384.707,33;118,10;120,71
07/Jan/2025;EUR;5,91;166.885.568,00;986.596.360,30;118,22;120,83
06/Jan/2025;EUR;5,91;166.865.568,00;986.332.065,96;118,21;120,80
03/Jan/2025;EUR;5,91;166.426.411,00;983.849.972,19;118,22;120,78
02/Jan/2025;EUR;5,91;166.426.411,00;983.707.878,03;118,20;120,76
31/Dec/2024;EUR;5,91;166.426.411,00;983.175.989,94;118,14;120,72
