As Of;Currency;NAV
01/Feb/2016;EUR;200,25
29/Jan/2016;EUR;201,19
28/Jan/2016;EUR;200,12
27/Jan/2016;EUR;199,59
26/Jan/2016;EUR;199,60
25/Jan/2016;EUR;199,12
22/Jan/2016;EUR;198,99
21/Jan/2016;EUR;198,92
20/Jan/2016;EUR;198,15
19/Jan/2016;EUR;198,88
18/Jan/2016;EUR;198,65
15/Jan/2016;EUR;199,08
14/Jan/2016;EUR;199,03
13/Jan/2016;EUR;199,51
12/Jan/2016;EUR;199,02
11/Jan/2016;EUR;199,29
08/Jan/2016;EUR;199,91
07/Jan/2016;EUR;199,19
06/Jan/2016;EUR;199,77
05/Jan/2016;EUR;199,91
04/Jan/2016;EUR;200,16
01/Jan/2016;EUR;199,86
31/Dec/2015;EUR;199,86
30/Dec/2015;EUR;199,86
29/Dec/2015;EUR;199,82
28/Dec/2015;EUR;199,23
24/Dec/2015;EUR;199,23
23/Dec/2015;EUR;199,21
22/Dec/2015;EUR;199,57
21/Dec/2015;EUR;200,31
18/Dec/2015;EUR;200,62
17/Dec/2015;EUR;200,59
16/Dec/2015;EUR;200,14
15/Dec/2015;EUR;200,44
14/Dec/2015;EUR;200,79
11/Dec/2015;EUR;201,58
10/Dec/2015;EUR;202,06
09/Dec/2015;EUR;201,66
08/Dec/2015;EUR;201,81
07/Dec/2015;EUR;201,34
04/Dec/2015;EUR;200,70
03/Dec/2015;EUR;201,68
02/Dec/2015;EUR;204,94
01/Dec/2015;EUR;205,09
30/Nov/2015;EUR;204,76
27/Nov/2015;EUR;204,50
26/Nov/2015;EUR;203,85
25/Nov/2015;EUR;203,67
24/Nov/2015;EUR;203,17
23/Nov/2015;EUR;202,39
20/Nov/2015;EUR;202,83
19/Nov/2015;EUR;202,73
18/Nov/2015;EUR;202,37
17/Nov/2015;EUR;201,93
16/Nov/2015;EUR;201,86
13/Nov/2015;EUR;201,88
12/Nov/2015;EUR;201,60
11/Nov/2015;EUR;201,65
10/Nov/2015;EUR;201,53
09/Nov/2015;EUR;200,43
06/Nov/2015;EUR;200,40
05/Nov/2015;EUR;201,15
04/Nov/2015;EUR;201,65
03/Nov/2015;EUR;201,52
02/Nov/2015;EUR;201,38
30/Oct/2015;EUR;202,54
29/Oct/2015;EUR;202,54
28/Oct/2015;EUR;203,52
27/Oct/2015;EUR;203,05
26/Oct/2015;EUR;202,70
23/Oct/2015;EUR;202,29
22/Oct/2015;EUR;201,93
21/Oct/2015;EUR;200,24
20/Oct/2015;EUR;199,52
19/Oct/2015;EUR;200,28
16/Oct/2015;EUR;200,27
15/Oct/2015;EUR;199,79
14/Oct/2015;EUR;200,04
13/Oct/2015;EUR;199,74
12/Oct/2015;EUR;199,94
09/Oct/2015;EUR;199,63
08/Oct/2015;EUR;199,70
07/Oct/2015;EUR;199,48
06/Oct/2015;EUR;199,04
05/Oct/2015;EUR;199,35
02/Oct/2015;EUR;199,57
01/Oct/2015;EUR;198,92
30/Sept/2015;EUR;198,13
29/Sept/2015;EUR;197,90
28/Sept/2015;EUR;198,08
25/Sept/2015;EUR;198,00
24/Sept/2015;EUR;198,76
23/Sept/2015;EUR;198,79
22/Sept/2015;EUR;198,51
21/Sept/2015;EUR;197,60
18/Sept/2015;EUR;197,73
17/Sept/2015;EUR;196,36
16/Sept/2015;EUR;196,18
15/Sept/2015;EUR;196,28
14/Sept/2015;EUR;197,00
11/Sept/2015;EUR;197,06
10/Sept/2015;EUR;196,87
09/Sept/2015;EUR;197,22
08/Sept/2015;EUR;197,00
07/Sept/2015;EUR;197,20
04/Sept/2015;EUR;198,07
03/Sept/2015;EUR;197,65
02/Sept/2015;EUR;196,77
01/Sept/2015;EUR;196,93
31/Aug/2015;EUR;196,98
28/Aug/2015;EUR;197,08
27/Aug/2015;EUR;196,02
26/Aug/2015;EUR;195,60
25/Aug/2015;EUR;195,63
24/Aug/2015;EUR;196,63
21/Aug/2015;EUR;197,57
20/Aug/2015;EUR;198,47
19/Aug/2015;EUR;198,63
18/Aug/2015;EUR;198,67
17/Aug/2015;EUR;199,50
14/Aug/2015;EUR;198,87
13/Aug/2015;EUR;198,70
12/Aug/2015;EUR;198,91
11/Aug/2015;EUR;199,89
10/Aug/2015;EUR;199,39
07/Aug/2015;EUR;199,81
06/Aug/2015;EUR;199,55
05/Aug/2015;EUR;199,53
04/Aug/2015;EUR;200,57
03/Aug/2015;EUR;200,67
31/Jul/2015;EUR;201,63
30/Jul/2015;EUR;201,20
29/Jul/2015;EUR;199,95
28/Jul/2015;EUR;199,86
27/Jul/2015;EUR;199,82
24/Jul/2015;EUR;200,11
23/Jul/2015;EUR;199,63
22/Jul/2015;EUR;199,50
21/Jul/2015;EUR;199,11
20/Jul/2015;EUR;200,01
17/Jul/2015;EUR;199,57
16/Jul/2015;EUR;198,94
15/Jul/2015;EUR;198,76
14/Jul/2015;EUR;197,93
13/Jul/2015;EUR;197,97
10/Jul/2015;EUR;197,57
09/Jul/2015;EUR;198,17
08/Jul/2015;EUR;198,24
07/Jul/2015;EUR;198,18
06/Jul/2015;EUR;197,45
03/Jul/2015;EUR;198,10
02/Jul/2015;EUR;197,38
01/Jul/2015;EUR;198,12
30/Jun/2015;EUR;198,40
29/Jun/2015;EUR;197,65
26/Jun/2015;EUR;198,79
25/Jun/2015;EUR;199,20
24/Jun/2015;EUR;199,21
23/Jun/2015;EUR;199,35
22/Jun/2015;EUR;198,68
19/Jun/2015;EUR;198,14
18/Jun/2015;EUR;198,19
17/Jun/2015;EUR;197,69
16/Jun/2015;EUR;197,37
15/Jun/2015;EUR;197,39
12/Jun/2015;EUR;198,43
11/Jun/2015;EUR;198,88
10/Jun/2015;EUR;197,53
09/Jun/2015;EUR;197,71
08/Jun/2015;EUR;198,01
05/Jun/2015;EUR;198,33
04/Jun/2015;EUR;198,59
03/Jun/2015;EUR;198,34
02/Jun/2015;EUR;200,19
01/Jun/2015;EUR;201,82
29/May/2015;EUR;202,21
28/May/2015;EUR;201,32
27/May/2015;EUR;200,87
26/May/2015;EUR;201,13
25/May/2015;EUR;201,89
22/May/2015;EUR;201,89
21/May/2015;EUR;201,82
20/May/2015;EUR;202,23
19/May/2015;EUR;202,75
18/May/2015;EUR;201,88
15/May/2015;EUR;202,67
14/May/2015;EUR;201,80
13/May/2015;EUR;201,63
12/May/2015;EUR;201,73
11/May/2015;EUR;202,52
08/May/2015;EUR;203,10
07/May/2015;EUR;202,37
06/May/2015;EUR;201,87
05/May/2015;EUR;203,21
04/May/2015;EUR;206,69
01/May/2015;EUR;206,69
30/Apr/2015;EUR;206,69
29/Apr/2015;EUR;206,77
28/Apr/2015;EUR;208,29
27/Apr/2015;EUR;208,21
24/Apr/2015;EUR;208,15
23/Apr/2015;EUR;208,42
22/Apr/2015;EUR;208,57
21/Apr/2015;EUR;208,84
20/Apr/2015;EUR;209,30
17/Apr/2015;EUR;209,25
16/Apr/2015;EUR;209,57
15/Apr/2015;EUR;209,90
14/Apr/2015;EUR;209,11
13/Apr/2015;EUR;208,83
10/Apr/2015;EUR;208,65
09/Apr/2015;EUR;208,46
08/Apr/2015;EUR;208,53
07/Apr/2015;EUR;208,54
06/Apr/2015;EUR;208,28
02/Apr/2015;EUR;208,28
01/Apr/2015;EUR;208,11
31/Mar/2015;EUR;207,55
30/Mar/2015;EUR;207,21
27/Mar/2015;EUR;207,92
26/Mar/2015;EUR;208,40
25/Mar/2015;EUR;208,32
24/Mar/2015;EUR;208,63
23/Mar/2015;EUR;209,64
20/Mar/2015;EUR;209,90
19/Mar/2015;EUR;208,90
18/Mar/2015;EUR;208,53
17/Mar/2015;EUR;207,74
16/Mar/2015;EUR;208,56
13/Mar/2015;EUR;209,49
12/Mar/2015;EUR;209,37
11/Mar/2015;EUR;209,09
10/Mar/2015;EUR;208,48
09/Mar/2015;EUR;207,37
06/Mar/2015;EUR;206,64
05/Mar/2015;EUR;206,76
04/Mar/2015;EUR;205,71
03/Mar/2015;EUR;204,88
02/Mar/2015;EUR;204,60
27/Feb/2015;EUR;204,89
26/Feb/2015;EUR;204,48
25/Feb/2015;EUR;204,00
24/Feb/2015;EUR;203,67
23/Feb/2015;EUR;203,64
20/Feb/2015;EUR;203,53
19/Feb/2015;EUR;203,09
18/Feb/2015;EUR;202,82
17/Feb/2015;EUR;202,80
16/Feb/2015;EUR;203,15
13/Feb/2015;EUR;203,25
12/Feb/2015;EUR;202,60
11/Feb/2015;EUR;202,06
10/Feb/2015;EUR;202,25
09/Feb/2015;EUR;202,99
06/Feb/2015;EUR;203,33
05/Feb/2015;EUR;203,71
04/Feb/2015;EUR;203,20
03/Feb/2015;EUR;203,57
02/Feb/2015;EUR;203,62
30/Jan/2015;EUR;203,15
29/Jan/2015;EUR;201,61
28/Jan/2015;EUR;202,32
27/Jan/2015;EUR;202,48
26/Jan/2015;EUR;202,88
23/Jan/2015;EUR;203,69
22/Jan/2015;EUR;202,94
21/Jan/2015;EUR;200,59
20/Jan/2015;EUR;200,27
19/Jan/2015;EUR;200,31
16/Jan/2015;EUR;199,45
15/Jan/2015;EUR;198,88
14/Jan/2015;EUR;198,64
13/Jan/2015;EUR;197,54
12/Jan/2015;EUR;197,43
09/Jan/2015;EUR;197,58
08/Jan/2015;EUR;197,34
07/Jan/2015;EUR;197,14
06/Jan/2015;EUR;197,15
05/Jan/2015;EUR;197,54
02/Jan/2015;EUR;198,63
01/Jan/2015;EUR;198,40
31/Dec/2014;EUR;198,40
30/Dec/2014;EUR;198,43
29/Dec/2014;EUR;199,16
26/Dec/2014;EUR;198,73
24/Dec/2014;EUR;198,73
23/Dec/2014;EUR;198,73
22/Dec/2014;EUR;198,15
19/Dec/2014;EUR;197,14
18/Dec/2014;EUR;196,84
17/Dec/2014;EUR;196,59
16/Dec/2014;EUR;196,60
15/Dec/2014;EUR;197,07
12/Dec/2014;EUR;197,31
11/Dec/2014;EUR;197,50
10/Dec/2014;EUR;198,64
09/Dec/2014;EUR;199,23
08/Dec/2014;EUR;199,25
05/Dec/2014;EUR;198,89
04/Dec/2014;EUR;198,57
03/Dec/2014;EUR;198,65
02/Dec/2014;EUR;198,57
01/Dec/2014;EUR;198,59
28/Nov/2014;EUR;199,55
27/Nov/2014;EUR;199,96
26/Nov/2014;EUR;199,84
25/Nov/2014;EUR;199,59
24/Nov/2014;EUR;198,60
21/Nov/2014;EUR;198,42
20/Nov/2014;EUR;197,96
19/Nov/2014;EUR;197,53
18/Nov/2014;EUR;198,02
17/Nov/2014;EUR;198,11
14/Nov/2014;EUR;198,63
13/Nov/2014;EUR;198,79
12/Nov/2014;EUR;199,18
11/Nov/2014;EUR;199,28
10/Nov/2014;EUR;199,31
07/Nov/2014;EUR;199,15
06/Nov/2014;EUR;198,69
05/Nov/2014;EUR;198,49
04/Nov/2014;EUR;198,99
03/Nov/2014;EUR;198,35
31/Oct/2014;EUR;198,91
30/Oct/2014;EUR;198,79
29/Oct/2014;EUR;198,45
28/Oct/2014;EUR;197,96
27/Oct/2014;EUR;197,65
24/Oct/2014;EUR;197,34
23/Oct/2014;EUR;197,51
22/Oct/2014;EUR;197,71
21/Oct/2014;EUR;197,84
20/Oct/2014;EUR;197,06
17/Oct/2014;EUR;196,37
16/Oct/2014;EUR;196,18
15/Oct/2014;EUR;197,19
14/Oct/2014;EUR;196,95
13/Oct/2014;EUR;196,78
10/Oct/2014;EUR;197,45
09/Oct/2014;EUR;197,86
08/Oct/2014;EUR;198,04
07/Oct/2014;EUR;197,90
06/Oct/2014;EUR;198,27
03/Oct/2014;EUR;198,51
02/Oct/2014;EUR;198,90
01/Oct/2014;EUR;199,39
30/Sept/2014;EUR;199,39
29/Sept/2014;EUR;199,20
26/Sept/2014;EUR;199,06
25/Sept/2014;EUR;198,87
24/Sept/2014;EUR;198,74
23/Sept/2014;EUR;198,70
22/Sept/2014;EUR;198,41
19/Sept/2014;EUR;197,96
18/Sept/2014;EUR;197,36
17/Sept/2014;EUR;197,96
16/Sept/2014;EUR;197,64
15/Sept/2014;EUR;198,21
12/Sept/2014;EUR;198,16
11/Sept/2014;EUR;198,69
10/Sept/2014;EUR;198,84
09/Sept/2014;EUR;199,25
08/Sept/2014;EUR;200,46
05/Sept/2014;EUR;200,86
04/Sept/2014;EUR;200,29
03/Sept/2014;EUR;199,62
02/Sept/2014;EUR;200,33
01/Sept/2014;EUR;200,75
29/Aug/2014;EUR;200,67
28/Aug/2014;EUR;200,57
27/Aug/2014;EUR;200,31
26/Aug/2014;EUR;199,37
22/Aug/2014;EUR;197,76
21/Aug/2014;EUR;197,53
20/Aug/2014;EUR;197,62
19/Aug/2014;EUR;197,49
18/Aug/2014;EUR;196,98
15/Aug/2014;EUR;197,16
14/Aug/2014;EUR;197,32
13/Aug/2014;EUR;197,09
12/Aug/2014;EUR;196,90
11/Aug/2014;EUR;197,03
08/Aug/2014;EUR;197,74
07/Aug/2014;EUR;197,70
06/Aug/2014;EUR;197,47
05/Aug/2014;EUR;196,91
04/Aug/2014;EUR;197,90
01/Aug/2014;EUR;198,14
31/Jul/2014;EUR;198,32
30/Jul/2014;EUR;198,42
29/Jul/2014;EUR;198,77
28/Jul/2014;EUR;198,59
25/Jul/2014;EUR;198,62
24/Jul/2014;EUR;198,58
23/Jul/2014;EUR;198,72
22/Jul/2014;EUR;198,21
21/Jul/2014;EUR;198,13
18/Jul/2014;EUR;197,88
17/Jul/2014;EUR;197,84
16/Jul/2014;EUR;197,37
15/Jul/2014;EUR;197,07
14/Jul/2014;EUR;197,08
11/Jul/2014;EUR;197,15
10/Jul/2014;EUR;197,11
09/Jul/2014;EUR;197,21
08/Jul/2014;EUR;197,38
07/Jul/2014;EUR;196,99
04/Jul/2014;EUR;196,85
03/Jul/2014;EUR;196,66
02/Jul/2014;EUR;196,50
01/Jul/2014;EUR;196,89
30/Jun/2014;EUR;196,88
27/Jun/2014;EUR;196,59
26/Jun/2014;EUR;196,34
25/Jun/2014;EUR;196,20
24/Jun/2014;EUR;195,81
23/Jun/2014;EUR;195,79
20/Jun/2014;EUR;195,71
19/Jun/2014;EUR;196,05
18/Jun/2014;EUR;195,43
17/Jun/2014;EUR;195,03
16/Jun/2014;EUR;195,52
13/Jun/2014;EUR;195,16
12/Jun/2014;EUR;194,72
11/Jun/2014;EUR;194,82
10/Jun/2014;EUR;195,12
09/Jun/2014;EUR;195,90
06/Jun/2014;EUR;196,34
05/Jun/2014;EUR;195,57
04/Jun/2014;EUR;194,81
03/Jun/2014;EUR;194,70
02/Jun/2014;EUR;195,22
30/May/2014;EUR;195,43
29/May/2014;EUR;195,54
28/May/2014;EUR;195,62
27/May/2014;EUR;194,98
26/May/2014;EUR;194,73
23/May/2014;EUR;194,73
22/May/2014;EUR;194,85
21/May/2014;EUR;194,80
20/May/2014;EUR;194,91
19/May/2014;EUR;194,97
16/May/2014;EUR;194,92
15/May/2014;EUR;194,92
14/May/2014;EUR;194,25
13/May/2014;EUR;193,61
12/May/2014;EUR;193,24
09/May/2014;EUR;193,61
08/May/2014;EUR;193,53
07/May/2014;EUR;193,28
06/May/2014;EUR;193,68
05/May/2014;EUR;193,69
02/May/2014;EUR;193,69
01/May/2014;EUR;193,25
30/Apr/2014;EUR;193,24
29/Apr/2014;EUR;192,40
28/Apr/2014;EUR;192,27
25/Apr/2014;EUR;192,41
24/Apr/2014;EUR;191,97
23/Apr/2014;EUR;192,09
22/Apr/2014;EUR;191,72
21/Apr/2014;EUR;192,07
17/Apr/2014;EUR;192,07
16/Apr/2014;EUR;192,46
15/Apr/2014;EUR;192,68
14/Apr/2014;EUR;191,96
11/Apr/2014;EUR;191,97
10/Apr/2014;EUR;192,06
09/Apr/2014;EUR;191,53
08/Apr/2014;EUR;191,78
07/Apr/2014;EUR;192,38
04/Apr/2014;EUR;192,48
03/Apr/2014;EUR;191,49
02/Apr/2014;EUR;190,90
01/Apr/2014;EUR;191,19
31/Mar/2014;EUR;191,47
28/Mar/2014;EUR;191,36
27/Mar/2014;EUR;191,45
26/Mar/2014;EUR;190,96
25/Mar/2014;EUR;190,66
24/Mar/2014;EUR;190,67
21/Mar/2014;EUR;190,34
20/Mar/2014;EUR;190,01
19/Mar/2014;EUR;190,32
18/Mar/2014;EUR;190,55
17/Mar/2014;EUR;190,57
14/Mar/2014;EUR;190,78
13/Mar/2014;EUR;190,84
12/Mar/2014;EUR;190,75
11/Mar/2014;EUR;190,59
10/Mar/2014;EUR;190,92
07/Mar/2014;EUR;191,11
06/Mar/2014;EUR;190,72
05/Mar/2014;EUR;191,27
04/Mar/2014;EUR;191,07
03/Mar/2014;EUR;191,25
28/Feb/2014;EUR;190,71
27/Feb/2014;EUR;191,08
26/Feb/2014;EUR;190,79
25/Feb/2014;EUR;190,52
24/Feb/2014;EUR;190,15
21/Feb/2014;EUR;190,23
20/Feb/2014;EUR;189,74
19/Feb/2014;EUR;189,98
18/Feb/2014;EUR;189,93
17/Feb/2014;EUR;189,84
14/Feb/2014;EUR;189,76
13/Feb/2014;EUR;189,72
12/Feb/2014;EUR;189,16
11/Feb/2014;EUR;189,52
10/Feb/2014;EUR;189,72
07/Feb/2014;EUR;190,31
06/Feb/2014;EUR;189,95
05/Feb/2014;EUR;190,85
04/Feb/2014;EUR;190,90
03/Feb/2014;EUR;191,04
31/Jan/2014;EUR;190,79
30/Jan/2014;EUR;190,23
29/Jan/2014;EUR;190,29
28/Jan/2014;EUR;190,18
27/Jan/2014;EUR;190,06
24/Jan/2014;EUR;189,99
23/Jan/2014;EUR;189,58
22/Jan/2014;EUR;189,42
21/Jan/2014;EUR;189,86
20/Jan/2014;EUR;190,01
17/Jan/2014;EUR;189,91
16/Jan/2014;EUR;189,50
15/Jan/2014;EUR;189,34
14/Jan/2014;EUR;189,58
13/Jan/2014;EUR;189,54
10/Jan/2014;EUR;189,20
09/Jan/2014;EUR;188,66
08/Jan/2014;EUR;189,03
07/Jan/2014;EUR;188,88
06/Jan/2014;EUR;188,54
03/Jan/2014;EUR;188,29
02/Jan/2014;EUR;188,50
01/Jan/2014;EUR;188,77
31/Dec/2013;EUR;188,77
30/Dec/2013;EUR;188,76
27/Dec/2013;EUR;188,51
26/Dec/2013;EUR;189,23
24/Dec/2013;EUR;189,23
23/Dec/2013;EUR;189,23
20/Dec/2013;EUR;189,45
19/Dec/2013;EUR;189,20
18/Dec/2013;EUR;189,12
17/Dec/2013;EUR;189,02
16/Dec/2013;EUR;189,11
13/Dec/2013;EUR;189,13
12/Dec/2013;EUR;189,31
11/Dec/2013;EUR;189,57
10/Dec/2013;EUR;189,40
09/Dec/2013;EUR;189,32
06/Dec/2013;EUR;189,41
05/Dec/2013;EUR;189,60
04/Dec/2013;EUR;190,55
03/Dec/2013;EUR;191,11
02/Dec/2013;EUR;190,60
29/Nov/2013;EUR;190,52
28/Nov/2013;EUR;190,38
27/Nov/2013;EUR;190,08
26/Nov/2013;EUR;190,19
25/Nov/2013;EUR;190,16
22/Nov/2013;EUR;189,97
21/Nov/2013;EUR;189,86
20/Nov/2013;EUR;189,81
19/Nov/2013;EUR;189,73
18/Nov/2013;EUR;189,98
15/Nov/2013;EUR;189,97
14/Nov/2013;EUR;190,30
13/Nov/2013;EUR;189,86
12/Nov/2013;EUR;188,97
11/Nov/2013;EUR;189,64
08/Nov/2013;EUR;189,81
07/Nov/2013;EUR;190,70
06/Nov/2013;EUR;190,29
05/Nov/2013;EUR;190,46
04/Nov/2013;EUR;190,98
01/Nov/2013;EUR;190,93
31/Oct/2013;EUR;191,54
30/Oct/2013;EUR;191,55
29/Oct/2013;EUR;191,40
28/Oct/2013;EUR;191,16
25/Oct/2013;EUR;191,15
24/Oct/2013;EUR;190,98
23/Oct/2013;EUR;190,78
22/Oct/2013;EUR;190,45
21/Oct/2013;EUR;189,62
18/Oct/2013;EUR;189,56
17/Oct/2013;EUR;189,27
16/Oct/2013;EUR;188,82
15/Oct/2013;EUR;189,02
14/Oct/2013;EUR;189,48
11/Oct/2013;EUR;189,71
10/Oct/2013;EUR;189,91
09/Oct/2013;EUR;190,30
08/Oct/2013;EUR;190,29
07/Oct/2013;EUR;190,24
04/Oct/2013;EUR;190,01
03/Oct/2013;EUR;190,07
02/Oct/2013;EUR;190,11
01/Oct/2013;EUR;190,09
30/Sept/2013;EUR;189,68
27/Sept/2013;EUR;189,47
26/Sept/2013;EUR;189,35
25/Sept/2013;EUR;189,35
24/Sept/2013;EUR;189,25
19/Sept/2013;EUR;189,03
18/Sept/2013;EUR;188,37
17/Sept/2013;EUR;188,60
16/Sept/2013;EUR;188,45
13/Sept/2013;EUR;187,89
12/Sept/2013;EUR;187,86
11/Sept/2013;EUR;187,38
10/Sept/2013;EUR;186,68
09/Sept/2013;EUR;187,48
06/Sept/2013;EUR;187,89
05/Sept/2013;EUR;187,11
04/Sept/2013;EUR;188,08
03/Sept/2013;EUR;187,83
02/Sept/2013;EUR;188,18
30/Aug/2013;EUR;188,61
29/Aug/2013;EUR;188,98
28/Aug/2013;EUR;189,33
27/Aug/2013;EUR;189,50
26/Aug/2013;EUR;188,93
23/Aug/2013;EUR;188,93
22/Aug/2013;EUR;188,94
21/Aug/2013;EUR;189,28
20/Aug/2013;EUR;189,71
19/Aug/2013;EUR;189,74
16/Aug/2013;EUR;190,27
15/Aug/2013;EUR;190,04
14/Aug/2013;EUR;190,99
13/Aug/2013;EUR;190,66
12/Aug/2013;EUR;191,71
09/Aug/2013;EUR;191,87
08/Aug/2013;EUR;191,95
07/Aug/2013;EUR;192,13
06/Aug/2013;EUR;191,81
05/Aug/2013;EUR;191,60
02/Aug/2013;EUR;192,05
01/Aug/2013;EUR;191,57
31/Jul/2013;EUR;191,20
30/Jul/2013;EUR;190,82
29/Jul/2013;EUR;190,91
26/Jul/2013;EUR;190,94
25/Jul/2013;EUR;190,90
24/Jul/2013;EUR;191,10
23/Jul/2013;EUR;191,76
22/Jul/2013;EUR;191,91
19/Jul/2013;EUR;191,57
18/Jul/2013;EUR;191,71
17/Jul/2013;EUR;191,91
16/Jul/2013;EUR;192,24
15/Jul/2013;EUR;191,45
12/Jul/2013;EUR;191,43
11/Jul/2013;EUR;191,27
10/Jul/2013;EUR;191,19
09/Jul/2013;EUR;191,49
08/Jul/2013;EUR;191,74
05/Jul/2013;EUR;191,78
04/Jul/2013;EUR;191,66
03/Jul/2013;EUR;190,80
02/Jul/2013;EUR;190,50
01/Jul/2013;EUR;189,52
28/Jun/2013;EUR;188,80
27/Jun/2013;EUR;188,47
26/Jun/2013;EUR;188,05
25/Jun/2013;EUR;186,46
24/Jun/2013;EUR;185,45
21/Jun/2013;EUR;188,27
20/Jun/2013;EUR;189,67
19/Jun/2013;EUR;192,07
18/Jun/2013;EUR;191,68
17/Jun/2013;EUR;191,93
14/Jun/2013;EUR;191,47
13/Jun/2013;EUR;190,24
12/Jun/2013;EUR;190,14
11/Jun/2013;EUR;190,20
10/Jun/2013;EUR;191,53
07/Jun/2013;EUR;192,59
06/Jun/2013;EUR;193,08
05/Jun/2013;EUR;193,94
04/Jun/2013;EUR;194,34
03/Jun/2013;EUR;194,51
31/May/2013;EUR;194,95
30/May/2013;EUR;195,05
29/May/2013;EUR;195,77
28/May/2013;EUR;195,98
27/May/2013;EUR;196,17
24/May/2013;EUR;196,17
23/May/2013;EUR;195,93
22/May/2013;EUR;196,46
21/May/2013;EUR;195,88
20/May/2013;EUR;196,03
17/May/2013;EUR;196,25
16/May/2013;EUR;196,02
15/May/2013;EUR;195,16
14/May/2013;EUR;195,61
13/May/2013;EUR;195,52
10/May/2013;EUR;195,29
09/May/2013;EUR;196,23
08/May/2013;EUR;197,21
07/May/2013;EUR;197,21
06/May/2013;EUR;197,96
03/May/2013;EUR;197,96
02/May/2013;EUR;198,04
01/May/2013;EUR;197,58
30/Apr/2013;EUR;197,55
29/Apr/2013;EUR;196,85
26/Apr/2013;EUR;197,54
25/Apr/2013;EUR;197,56
24/Apr/2013;EUR;197,67
23/Apr/2013;EUR;197,43
22/Apr/2013;EUR;196,57
19/Apr/2013;EUR;195,56
18/Apr/2013;EUR;195,55
17/Apr/2013;EUR;196,03
16/Apr/2013;EUR;195,80
15/Apr/2013;EUR;196,26
12/Apr/2013;EUR;196,35
11/Apr/2013;EUR;196,40
10/Apr/2013;EUR;196,80
09/Apr/2013;EUR;197,63
08/Apr/2013;EUR;198,42
05/Apr/2013;EUR;198,17
04/Apr/2013;EUR;196,77
03/Apr/2013;EUR;195,80
02/Apr/2013;EUR;195,16
01/Apr/2013;EUR;194,76
29/Mar/2013;EUR;194,76
28/Mar/2013;EUR;194,76
27/Mar/2013;EUR;194,55
26/Mar/2013;EUR;193,88
25/Mar/2013;EUR;193,79
22/Mar/2013;EUR;194,06
21/Mar/2013;EUR;194,10
20/Mar/2013;EUR;193,36
19/Mar/2013;EUR;193,88
18/Mar/2013;EUR;193,86
15/Mar/2013;EUR;193,81
14/Mar/2013;EUR;193,83
13/Mar/2013;EUR;193,83
12/Mar/2013;EUR;194,00
11/Mar/2013;EUR;194,09
08/Mar/2013;EUR;194,22
07/Mar/2013;EUR;194,29
06/Mar/2013;EUR;194,46
05/Mar/2013;EUR;194,52
04/Mar/2013;EUR;194,73
01/Mar/2013;EUR;194,44
28/Feb/2013;EUR;193,62
27/Feb/2013;EUR;193,30
26/Feb/2013;EUR;193,54
25/Feb/2013;EUR;193,16
22/Feb/2013;EUR;193,25
21/Feb/2013;EUR;193,43
20/Feb/2013;EUR;193,13
19/Feb/2013;EUR;193,51
18/Feb/2013;EUR;193,66
15/Feb/2013;EUR;193,63
14/Feb/2013;EUR;194,26
13/Feb/2013;EUR;193,97
12/Feb/2013;EUR;194,21
11/Feb/2013;EUR;194,29
08/Feb/2013;EUR;194,66
07/Feb/2013;EUR;194,51
06/Feb/2013;EUR;194,23
05/Feb/2013;EUR;194,08
04/Feb/2013;EUR;194,23
01/Feb/2013;EUR;194,09
31/Jan/2013;EUR;193,86
30/Jan/2013;EUR;193,48
29/Jan/2013;EUR;193,48
28/Jan/2013;EUR;193,34
25/Jan/2013;EUR;193,66
24/Jan/2013;EUR;194,00
23/Jan/2013;EUR;194,35
22/Jan/2013;EUR;193,86
21/Jan/2013;EUR;193,41
18/Jan/2013;EUR;193,89
17/Jan/2013;EUR;193,21
16/Jan/2013;EUR;194,06
15/Jan/2013;EUR;194,21
14/Jan/2013;EUR;194,33
11/Jan/2013;EUR;194,33
10/Jan/2013;EUR;194,53
09/Jan/2013;EUR;194,88
08/Jan/2013;EUR;195,17
07/Jan/2013;EUR;195,11
04/Jan/2013;EUR;194,68
03/Jan/2013;EUR;195,67
02/Jan/2013;EUR;196,30
01/Jan/2013;EUR;196,76
31/Dec/2012;EUR;196,76
28/Dec/2012;EUR;196,77
27/Dec/2012;EUR;196,88
26/Dec/2012;EUR;196,66
24/Dec/2012;EUR;196,66
21/Dec/2012;EUR;196,61
20/Dec/2012;EUR;196,32
19/Dec/2012;EUR;195,76
18/Dec/2012;EUR;195,37
17/Dec/2012;EUR;195,59
14/Dec/2012;EUR;196,06
13/Dec/2012;EUR;196,11
12/Dec/2012;EUR;196,04
11/Dec/2012;EUR;196,07
10/Dec/2012;EUR;195,73
07/Dec/2012;EUR;196,05
06/Dec/2012;EUR;196,09
05/Dec/2012;EUR;195,87
04/Dec/2012;EUR;195,27
03/Dec/2012;EUR;194,93
30/Nov/2012;EUR;195,01
29/Nov/2012;EUR;194,74
28/Nov/2012;EUR;194,99
27/Nov/2012;EUR;194,32
26/Nov/2012;EUR;194,34
23/Nov/2012;EUR;194,21
22/Nov/2012;EUR;193,77
21/Nov/2012;EUR;193,66
20/Nov/2012;EUR;193,33
19/Nov/2012;EUR;193,86
16/Nov/2012;EUR;193,73
15/Nov/2012;EUR;193,74
14/Nov/2012;EUR;193,55
